date,direction,entry,exit,points,pnl_gross,pnl_net,outcome,variant,probability,sample_size
2022-10-13 00:00:00-04:00,long,10867.6,10893.7,25.600000000000364,512.0000000000073,509.5000000000073,win,Compressed|Both|Above|Above,85.71,56
2022-10-18 00:00:00-04:00,long,11297.9,11312.5,14.100000000000364,282.0000000000073,279.5000000000073,win,Expanded|None|Above|Above,92.16,51
2022-10-20 00:00:00-04:00,long,11117.4,11146.2,28.30000000000109,566.0000000000218,563.5000000000218,win,Expanded|None|Above|Above,92.16,51
2022-10-21 00:00:00-04:00,short,10942.1,10927.0,14.600000000000364,292.0000000000073,289.5000000000073,win,Normal|Low|Below|Below,9.41,85
2022-10-27 00:00:00-04:00,short,11341.3,11330.3,10.5,210.0,207.5,win,Normal|Low|Below|Below,9.41,85
2022-11-03 00:00:00-04:00,short,10771.5,10769.3,1.7000000000007276,34.00000000001455,31.500000000014552,win,Normal|Low|Below|Below,9.41,85
2022-11-08 00:00:00-05:00,long,11048.1,11061.4,12.799999999999272,255.99999999998545,253.49999999998545,win,Compressed|Both|Above|Above,85.71,56
2022-11-09 00:00:00-05:00,short,10989.8,10977.4,11.899999999999636,237.99999999999272,235.49999999999272,win,Normal|Low|Below|Below,9.41,85
2022-11-10 00:00:00-05:00,long,11272.5,11282.7,9.700000000000728,194.00000000001455,191.50000000001455,win,Compressed|Both|Above|Above,85.71,56
2022-11-16 00:00:00-05:00,short,11801.3,11795.7,5.099999999998545,101.9999999999709,99.4999999999709,win,Normal|Low|Below|Below,9.41,85
2022-11-18 00:00:00-05:00,long,11804.4,11813.8,8.899999999999636,177.99999999999272,175.49999999999272,win,Compressed|Both|Above|Above,85.71,56
2022-11-22 00:00:00-05:00,long,11613.2,11616.9,3.1999999999989086,63.99999999997817,61.49999999997817,win,Compressed|Both|Above|Above,85.71,56
2022-11-25 00:00:00-05:00,short,11798.1,11792.9,4.700000000000728,94.00000000001455,91.50000000001455,win,Compressed|Low|Below|Below,11.54,52
2022-12-05 00:00:00-05:00,short,11914.6,11908.0,6.100000000000364,122.00000000000728,119.50000000000728,win,Compressed|Low|Below|Below,11.54,52
2022-12-27 00:00:00-05:00,short,10959.1,10944.5,14.100000000000364,282.0000000000073,279.5000000000073,win,Compressed|Low|Below|Below,11.54,52
2022-12-30 00:00:00-05:00,short,10833.7,10814.7,18.5,370.0,367.5,win,Compressed|Low|Below|Below,11.54,52
2023-01-06 00:00:00-05:00,long,10867.3,10893.8,26.0,520.0,517.5,win,Compressed|Both|Above|Above,85.71,56
2023-01-12 00:00:00-05:00,long,11475.7,11487.9,11.699999999998909,233.99999999997817,231.49999999997817,win,Compressed|Both|Above|Above,85.71,56
2023-01-13 00:00:00-05:00,short,11338.5,11327.8,10.200000000000728,204.00000000001455,201.50000000001455,win,Compressed|Low|Below|Below,11.54,52
2023-01-24 00:00:00-05:00,short,11798.1,11784.8,12.800000000001091,256.0000000000218,253.50000000002183,win,Compressed|Low|Below|Below,11.54,52
2023-02-08 00:00:00-05:00,short,12684.7,12675.2,9.0,180.0,177.5,win,Normal|Low|Below|Below,9.41,85
2023-02-16 00:00:00-05:00,short,12518.9,12493.6,24.799999999999272,495.99999999998545,493.49999999998545,win,Compressed|Low|Below|Below,11.54,52
2023-02-21 00:00:00-05:00,short,12209.1,12197.3,11.300000000001091,226.00000000002183,223.50000000002183,win,Compressed|Low|Below|Below,11.54,52
2023-02-23 00:00:00-05:00,long,12194.1,12204.9,10.299999999999272,205.99999999998545,203.49999999998545,win,Compressed|Both|Above|Above,85.71,56
2023-02-24 00:00:00-05:00,short,11971.0,11946.9,23.600000000000364,472.0000000000073,469.5000000000073,win,Compressed|Low|Below|Below,11.54,52
