date,pnl,cumulative_pnl,equity,peak,drawdown,drawdown_pct
2018-01-08 00:00:00-05:00,-812.5,-4460.499999999956,5539.500000000044,10063.500000000004,-4523.99999999996,-44.954538679385486
2018-02-01 00:00:00-05:00,217.5,-4242.999999999956,5757.000000000044,10063.500000000004,-4306.49999999996,-42.793262781338086
2018-02-07 00:00:00-05:00,227.5,-4015.4999999999563,5984.500000000044,10063.500000000004,-4078.99999999996,-40.53261787648391
2018-02-19 00:00:00-05:00,41.49999999999636,-3973.99999999996,6026.00000000004,10063.500000000004,-4037.4999999999636,-40.120236498235826
2018-03-07 00:00:00-05:00,193.50000000000364,-3780.4999999999563,6219.500000000044,10063.500000000004,-3843.99999999996,-38.19744621652465
2018-04-26 00:00:00-04:00,71.49999999999636,-3708.99999999996,6291.00000000004,10063.500000000004,-3772.4999999999636,-37.486957817856236
2018-05-08 00:00:00-04:00,207.5,-3501.49999999996,6498.50000000004,10063.500000000004,-3564.9999999999636,-35.42505092661561
2018-05-15 00:00:00-04:00,67.5,-3433.99999999996,6566.00000000004,10063.500000000004,-3497.4999999999636,-34.75431013066987
2018-07-12 00:00:00-04:00,33.50000000000364,-3400.4999999999563,6599.500000000044,10063.500000000004,-3463.99999999996,-34.421423957867134
2018-07-18 00:00:00-04:00,27.5,-3372.9999999999563,6627.000000000044,10063.500000000004,-3436.49999999996,-34.148159189148494
2018-07-19 00:00:00-04:00,65.50000000001091,-3307.4999999999454,6692.500000000055,10063.500000000004,-3370.999999999949,-33.497292194564
2018-07-24 00:00:00-04:00,27.5,-3279.9999999999454,6720.000000000055,10063.500000000004,-3343.499999999949,-33.22402742584536
2018-07-26 00:00:00-04:00,67.5,-3212.4999999999454,6787.500000000055,10063.500000000004,-3275.999999999949,-32.55328662989962
2018-08-15 00:00:00-04:00,227.5,-2984.9999999999454,7015.000000000055,10063.500000000004,-3048.499999999949,-30.292641725045442
2018-09-06 00:00:00-04:00,-812.5,-3797.4999999999454,6202.500000000055,10063.500000000004,-3860.999999999949,-38.36637352809606
2018-09-11 00:00:00-04:00,167.5,-3629.9999999999454,6370.000000000055,10063.500000000004,-3693.499999999949,-36.70194266408255
2018-09-19 00:00:00-04:00,17.5,-3612.4999999999454,6387.500000000055,10063.500000000004,-3675.999999999949,-36.52804690217069
2018-09-20 00:00:00-04:00,-2.5,-3614.9999999999454,6385.000000000055,10063.500000000004,-3678.499999999949,-36.552889153872385
2018-09-28 00:00:00-04:00,-812.5,-4427.499999999945,5572.500000000055,10063.500000000004,-4490.999999999949,-44.62662095692301
2018-10-09 00:00:00-04:00,-812.5,-5239.999999999945,4760.000000000055,10063.500000000004,-5303.499999999949,-52.70035275997363
2018-11-20 00:00:00-05:00,99.49999999998909,-5140.499999999956,4859.500000000044,10063.500000000004,-5203.99999999996,-51.71163114224632
2018-11-30 00:00:00-05:00,91.49999999999636,-5048.99999999996,4951.00000000004,10063.500000000004,-5112.499999999964,-50.802404729964344
2018-12-04 00:00:00-05:00,87.5,-4961.49999999996,5038.50000000004,10063.500000000004,-5024.999999999964,-49.93292592040505
2018-12-17 00:00:00-05:00,87.5,-4873.99999999996,5126.00000000004,10063.500000000004,-4937.499999999964,-49.06344711084575
2019-02-06 00:00:00-05:00,59.500000000007276,-4814.499999999953,5185.500000000047,10063.500000000004,-4877.999999999956,-48.47220152034535
2019-02-08 00:00:00-05:00,117.5,-4696.999999999953,5303.000000000047,10063.500000000004,-4760.499999999956,-47.30461569036572
2019-02-19 00:00:00-05:00,69.49999999998909,-4627.499999999964,5372.500000000036,10063.500000000004,-4690.999999999967,-46.61400109305873
2019-03-22 00:00:00-04:00,241.49999999999636,-4385.999999999967,5614.000000000033,10063.500000000004,-4449.499999999971,-44.214239578675105
2019-03-25 00:00:00-04:00,81.49999999999636,-4304.499999999971,5695.500000000029,10063.500000000004,-4367.9999999999745,-43.40438217319991
2019-04-25 00:00:00-04:00,15.499999999992724,-4288.999999999978,5711.000000000022,10063.500000000004,-4352.499999999982,-43.25036021264948
2019-04-30 00:00:00-04:00,67.5,-4221.499999999978,5778.500000000022,10063.500000000004,-4284.999999999982,-42.579619416703736
2019-05-13 00:00:00-04:00,59.500000000007276,-4161.999999999971,5838.000000000029,10063.500000000004,-4225.4999999999745,-41.98837382620334
2019-05-20 00:00:00-04:00,215.5000000000109,-3946.49999999996,6053.50000000004,10063.500000000004,-4009.9999999999636,-39.846971729517186
2019-05-22 00:00:00-04:00,37.5,-3908.99999999996,6091.00000000004,10063.500000000004,-3972.4999999999636,-39.47433795399177
2019-06-10 00:00:00-04:00,43.49999999998545,-3865.4999999999745,6134.5000000000255,10063.500000000004,-3928.999999999978,-39.04208277438244
2019-06-18 00:00:00-04:00,63.50000000000364,-3801.999999999971,6198.000000000029,10063.500000000004,-3865.4999999999745,-38.411089581159366
2019-06-25 00:00:00-04:00,21.499999999996362,-3780.4999999999745,6219.5000000000255,10063.500000000004,-3843.999999999978,-38.19744621652483
2019-07-18 00:00:00-04:00,121.49999999999636,-3658.999999999978,6341.000000000022,10063.500000000004,-3722.499999999982,-36.99011278382253
2019-07-30 00:00:00-04:00,133.50000000000364,-3525.4999999999745,6474.5000000000255,10063.500000000004,-3588.999999999978,-35.66353654295202
2019-08-14 00:00:00-04:00,199.50000000000728,-3325.9999999999673,6674.000000000033,10063.500000000004,-3389.499999999971,-33.68112485715675
2019-08-28 00:00:00-04:00,153.50000000000364,-3172.4999999999636,6827.500000000036,10063.500000000004,-3235.9999999999673,-32.15581060267269
2019-09-11 00:00:00-04:00,27.5,-3144.9999999999636,6855.000000000036,10063.500000000004,-3208.4999999999673,-31.88254583395405
2019-09-16 00:00:00-04:00,39.499999999989086,-3105.4999999999745,6894.5000000000255,10063.500000000004,-3168.999999999978,-31.490038257067393
2019-10-18 00:00:00-04:00,53.50000000000364,-3051.999999999971,6948.000000000029,10063.500000000004,-3115.4999999999745,-30.958414070651095
2019-10-28 00:00:00-04:00,11.499999999996362,-3040.4999999999745,6959.5000000000255,10063.500000000004,-3103.999999999978,-30.844139712823342
2019-11-14 00:00:00-05:00,91.50000000001455,-2948.99999999996,7051.00000000004,10063.500000000004,-3012.4999999999636,-29.93491330054119
2019-12-03 00:00:00-05:00,23.500000000021828,-2925.499999999938,7074.500000000062,10063.500000000004,-2988.999999999942,-29.701396134545043
2019-12-10 00:00:00-05:00,217.5,-2707.999999999938,7292.000000000062,10063.500000000004,-2771.499999999942,-27.54012023649765
2019-12-31 00:00:00-05:00,53.50000000002183,-2654.4999999999163,7345.500000000084,10063.500000000004,-2717.99999999992,-27.008496050081177
2020-01-28 00:00:00-05:00,217.5,-2436.9999999999163,7563.000000000084,10063.500000000004,-2500.49999999992,-24.847220152033774
2020-01-30 00:00:00-05:00,263.49999999998545,-2173.499999999931,7826.500000000069,10063.500000000004,-2236.9999999999345,-22.22884682267535
2020-02-11 00:00:00-05:00,-10.499999999992724,-2183.9999999999236,7816.000000000076,10063.500000000004,-2247.4999999999272,-22.333184279822394
2020-02-18 00:00:00-05:00,197.5,-1986.4999999999236,8013.500000000076,10063.500000000004,-2049.9999999999272,-20.370646395388547
2020-06-08 00:00:00-04:00,209.50000000000728,-1776.9999999999163,8223.000000000084,10063.500000000004,-1840.49999999992,-18.2888657027865
2020-06-16 00:00:00-04:00,93.49999999998545,-1683.4999999999309,8316.50000000007,10063.500000000004,-1746.9999999999345,-17.359765489143278
2020-07-31 00:00:00-04:00,149.50000000000728,-1533.9999999999236,8466.000000000076,10063.500000000004,-1597.4999999999272,-15.874198837381892
2020-08-19 00:00:00-04:00,151.50000000001455,-1382.499999999909,8617.500000000091,10063.500000000004,-1445.9999999999127,-14.368758384259076
2020-08-20 00:00:00-04:00,263.49999999998545,-1118.9999999999236,8881.000000000076,10063.500000000004,-1182.4999999999272,-11.750385054900649
2020-08-21 00:00:00-04:00,85.49999999999272,-1033.4999999999309,8966.50000000007,10063.500000000004,-1096.9999999999345,-10.900780046702778
2020-08-25 00:00:00-04:00,117.5,-915.9999999999309,9084.00000000007,10063.500000000004,-979.4999999999345,-9.733194216723149
2020-09-03 00:00:00-04:00,167.5,-748.4999999999309,9251.50000000007,10063.500000000004,-811.9999999999345,-8.068763352709636
2020-09-07 00:00:00-04:00,457.5,-290.9999999999309,9709.00000000007,10063.500000000004,-354.4999999999345,-3.5226312912995916
2020-09-29 00:00:00-04:00,369.5000000000073,78.5000000000764,10078.500000000076,10078.500000000076,0.0,0.0
2020-10-28 00:00:00-04:00,269.5000000000073,348.0000000000837,10348.000000000084,10348.000000000084,0.0,0.0
2020-11-04 00:00:00-05:00,1353.4999999999854,1701.5000000000691,11701.50000000007,11701.50000000007,0.0,0.0
2021-01-05 00:00:00-05:00,-4.500000000007276,1697.0000000000618,11697.000000000062,11701.50000000007,-4.500000000007276,-0.038456608127225136
2021-01-11 00:00:00-05:00,203.50000000002183,1900.5000000000837,11900.500000000084,11900.500000000084,0.0,0.0
2021-01-21 00:00:00-05:00,233.50000000002183,2134.0000000001055,12134.000000000106,12134.000000000106,0.0,0.0
2021-01-27 00:00:00-05:00,799.5000000000073,2933.500000000113,12933.500000000113,12933.500000000113,0.0,0.0
2021-02-16 00:00:00-05:00,113.49999999998545,3047.000000000098,13047.000000000098,13047.000000000098,0.0,0.0
2021-03-17 00:00:00-04:00,659.5000000000073,3706.5000000001055,13706.500000000106,13706.500000000106,0.0,0.0
2021-03-18 00:00:00-04:00,449.5000000000073,4156.000000000113,14156.000000000113,14156.000000000113,0.0,0.0
2021-03-29 00:00:00-04:00,351.50000000001455,4507.500000000127,14507.500000000127,14507.500000000127,0.0,0.0
2021-03-30 00:00:00-04:00,183.49999999998545,4691.000000000113,14691.000000000113,14691.000000000113,0.0,0.0
2021-05-10 00:00:00-04:00,165.49999999999272,4856.5000000001055,14856.500000000106,14856.500000000106,0.0,0.0
2021-05-19 00:00:00-04:00,185.49999999999272,5042.000000000098,15042.000000000098,15042.000000000098,0.0,0.0
2021-05-20 00:00:00-04:00,495.4999999999927,5537.500000000091,15537.500000000091,15537.500000000091,0.0,0.0
2021-06-03 00:00:00-04:00,283.49999999998545,5821.000000000076,15821.000000000076,15821.000000000076,0.0,0.0
2021-06-22 00:00:00-04:00,113.50000000002183,5934.500000000098,15934.500000000098,15934.500000000098,0.0,0.0
2021-07-02 00:00:00-04:00,63.50000000002183,5998.00000000012,15998.00000000012,15998.00000000012,0.0,0.0
2021-07-06 00:00:00-04:00,197.5,6195.50000000012,16195.50000000012,16195.50000000012,0.0,0.0
2021-07-08 00:00:00-04:00,287.5,6483.00000000012,16483.00000000012,16483.00000000012,0.0,0.0
2021-07-12 00:00:00-04:00,141.49999999997817,6624.500000000098,16624.5000000001,16624.5000000001,0.0,0.0
2021-07-13 00:00:00-04:00,-812.5,5812.000000000098,15812.000000000098,16624.5000000001,-812.5,-4.887365033534814
2021-07-14 00:00:00-04:00,97.5,5909.500000000098,15909.500000000098,16624.5000000001,-715.0,-4.300881229510637
2021-07-19 00:00:00-04:00,475.4999999999927,6385.000000000091,16385.00000000009,16624.5000000001,-239.50000000000728,-1.4406448314235367
2021-07-27 00:00:00-04:00,-812.5,5572.500000000091,15572.500000000091,16624.5000000001,-1052.0000000000073,-6.32800986495835
2021-08-12 00:00:00-04:00,-812.5,4760.000000000091,14760.000000000091,16624.5000000001,-1864.5000000000073,-11.215374898493165
2021-09-14 00:00:00-04:00,-812.5,3947.500000000091,13947.500000000091,16624.5000000001,-2677.0000000000073,-16.10273993202798
2021-09-16 00:00:00-04:00,77.5,4025.000000000091,14025.000000000091,16624.5000000001,-2599.5000000000073,-15.636560498060042
2021-09-17 00:00:00-04:00,295.5000000000291,4320.50000000012,14320.50000000012,16624.5000000001,-2303.999999999978,-13.8590634304789
2021-09-24 00:00:00-04:00,95.49999999999272,4416.000000000113,14416.000000000113,16624.5000000001,-2208.4999999999854,-13.28461006346039
2021-09-28 00:00:00-04:00,1167.5,5583.500000000113,15583.500000000113,16624.5000000001,-1040.9999999999854,-6.261842461427287
2021-10-22 00:00:00-04:00,-812.5,4771.000000000113,14771.000000000113,16624.5000000001,-1853.4999999999854,-11.149207494962102
2021-11-19 00:00:00-05:00,137.5,4908.500000000113,14908.500000000113,16624.5000000001,-1715.9999999999854,-10.32211495082544
2021-11-30 00:00:00-05:00,-6.500000000014552,4902.000000000098,14902.000000000098,16624.5000000001,-1722.5,-10.361213871093806
2021-12-09 00:00:00-05:00,-812.5,4089.500000000098,14089.500000000098,16624.5000000001,-2535.0,-15.248578904628621
2021-12-21 00:00:00-05:00,-812.5,3277.000000000098,13277.000000000098,16624.5000000001,-3347.5,-20.135943938163432
2021-12-29 00:00:00-05:00,311.50000000001455,3588.500000000113,13588.500000000113,16624.5000000001,-3035.9999999999854,-18.262203374537382
2021-12-31 00:00:00-05:00,191.50000000001455,3780.0000000001273,13780.000000000127,16624.5000000001,-2844.499999999971,-17.110289031248787
2022-03-23 00:00:00-04:00,163.50000000002183,3943.500000000149,13943.50000000015,16624.5000000001,-2680.999999999949,-16.126800806038876
2022-04-06 00:00:00-04:00,147.5,4091.000000000149,14091.00000000015,16624.5000000001,-2533.499999999949,-15.239556076874097
2022-04-14 00:00:00-04:00,167.5,4258.500000000149,14258.50000000015,16624.5000000001,-2365.999999999949,-14.232006977653072
2022-05-05 00:00:00-04:00,815.4999999999927,5074.000000000142,15074.000000000142,16624.5000000001,-1550.4999999999563,-9.326596288609865
2022-05-18 00:00:00-04:00,109.50000000000728,5183.500000000149,15183.50000000015,16624.5000000001,-1440.999999999949,-8.6679298625519
2022-05-25 00:00:00-04:00,493.49999999998545,5677.000000000135,15677.000000000135,16624.5000000001,-947.4999999999636,-5.699419531414226
2022-06-03 00:00:00-04:00,71.50000000001455,5748.500000000149,15748.50000000015,16624.5000000001,-875.9999999999491,-5.269331408463075
2022-06-20 00:00:00-04:00,167.5,5916.000000000149,15916.00000000015,16624.5000000001,-708.4999999999491,-4.261782309242052
2022-06-30 00:00:00-04:00,585.4999999999927,6501.500000000142,16501.500000000142,16624.5000000001,-122.99999999995634,-0.7398718758456231
2022-07-06 00:00:00-04:00,485.4999999999927,6987.000000000135,16987.000000000135,16987.000000000135,0.0,0.0
2022-07-19 00:00:00-04:00,299.5000000000073,7286.500000000142,17286.500000000142,17286.500000000142,0.0,0.0
2022-07-20 00:00:00-04:00,335.4999999999927,7622.000000000135,17622.000000000135,17622.000000000135,0.0,0.0
2022-08-09 00:00:00-04:00,129.4999999999709,7751.5000000001055,17751.500000000106,17751.500000000106,0.0,0.0
2022-08-10 00:00:00-04:00,281.50000000001455,8033.00000000012,18033.00000000012,18033.00000000012,0.0,0.0
2022-08-17 00:00:00-04:00,275.4999999999927,8308.500000000113,18308.500000000113,18308.500000000113,0.0,0.0
2022-08-18 00:00:00-04:00,17.5,8326.000000000113,18326.000000000113,18326.000000000113,0.0,0.0
2022-08-22 00:00:00-04:00,507.5,8833.500000000113,18833.500000000113,18833.500000000113,0.0,0.0
2022-08-23 00:00:00-04:00,467.5,9301.000000000113,19301.000000000113,19301.000000000113,0.0,0.0
2022-08-24 00:00:00-04:00,137.5,9438.500000000113,19438.500000000113,19438.500000000113,0.0,0.0
2022-09-15 00:00:00-04:00,431.50000000001455,9870.000000000127,19870.000000000127,19870.000000000127,0.0,0.0
2022-09-19 00:00:00-04:00,-812.5,9057.500000000127,19057.500000000127,19870.000000000127,-812.5,-4.089079013588298
2022-09-20 00:00:00-04:00,145.5000000000291,9203.000000000156,19203.000000000156,19870.000000000127,-666.9999999999709,-3.356819325616339
2022-09-23 00:00:00-04:00,625.5000000000291,9828.500000000186,19828.500000000186,19870.000000000127,-41.49999999994179,-0.20885757423221704
2022-10-13 00:00:00-04:00,509.5000000000073,10338.000000000193,20338.000000000193,20338.000000000193,0.0,0.0
2022-10-18 00:00:00-04:00,279.5000000000073,10617.5000000002,20617.5000000002,20617.5000000002,0.0,0.0
2022-10-20 00:00:00-04:00,563.5000000000218,11181.000000000222,21181.000000000222,21181.000000000222,0.0,0.0
2022-10-21 00:00:00-04:00,289.5000000000073,11470.50000000023,21470.50000000023,21470.50000000023,0.0,0.0
2022-10-27 00:00:00-04:00,207.5,11678.00000000023,21678.00000000023,21678.00000000023,0.0,0.0
2022-11-03 00:00:00-04:00,31.500000000014552,11709.500000000244,21709.500000000244,21709.500000000244,0.0,0.0
2022-11-08 00:00:00-05:00,253.49999999998545,11963.00000000023,21963.00000000023,21963.00000000023,0.0,0.0
2022-11-09 00:00:00-05:00,235.49999999999272,12198.500000000222,22198.500000000222,22198.500000000222,0.0,0.0
2022-11-10 00:00:00-05:00,191.50000000001455,12390.000000000236,22390.000000000236,22390.000000000236,0.0,0.0
2022-11-16 00:00:00-05:00,99.4999999999709,12489.500000000207,22489.500000000207,22489.500000000207,0.0,0.0
2022-11-18 00:00:00-05:00,175.49999999999272,12665.0000000002,22665.0000000002,22665.0000000002,0.0,0.0
2022-11-22 00:00:00-05:00,61.49999999997817,12726.500000000178,22726.50000000018,22726.50000000018,0.0,0.0
2022-11-25 00:00:00-05:00,91.50000000001455,12818.000000000193,22818.000000000193,22818.000000000193,0.0,0.0
2022-12-05 00:00:00-05:00,119.50000000000728,12937.5000000002,22937.5000000002,22937.5000000002,0.0,0.0
2022-12-27 00:00:00-05:00,279.5000000000073,13217.000000000207,23217.000000000207,23217.000000000207,0.0,0.0
2022-12-30 00:00:00-05:00,367.5,13584.500000000207,23584.500000000207,23584.500000000207,0.0,0.0
2023-01-06 00:00:00-05:00,517.5,14102.000000000207,24102.000000000207,24102.000000000207,0.0,0.0
2023-01-12 00:00:00-05:00,231.49999999997817,14333.500000000186,24333.500000000186,24333.500000000186,0.0,0.0
2023-01-13 00:00:00-05:00,201.50000000001455,14535.0000000002,24535.0000000002,24535.0000000002,0.0,0.0
2023-01-24 00:00:00-05:00,253.50000000002183,14788.500000000222,24788.500000000222,24788.500000000222,0.0,0.0
2023-02-08 00:00:00-05:00,177.5,14966.000000000222,24966.000000000222,24966.000000000222,0.0,0.0
2023-02-16 00:00:00-05:00,493.49999999998545,15459.500000000207,25459.500000000207,25459.500000000207,0.0,0.0
2023-02-21 00:00:00-05:00,223.50000000002183,15683.00000000023,25683.00000000023,25683.00000000023,0.0,0.0
2023-02-23 00:00:00-05:00,203.49999999998545,15886.500000000215,25886.500000000215,25886.500000000215,0.0,0.0
2023-02-24 00:00:00-05:00,469.5000000000073,16356.000000000222,26356.000000000222,26356.000000000222,0.0,0.0
2023-03-09 00:00:00-05:00,67.5,16423.500000000222,26423.500000000222,26423.500000000222,0.0,0.0
2023-03-15 00:00:00-04:00,-812.5,15611.000000000222,25611.000000000222,26423.500000000222,-812.5,-3.074914375461211
2023-03-16 00:00:00-04:00,387.5,15998.500000000222,25998.500000000222,26423.500000000222,-425.0,-1.608416750241249
2023-03-31 00:00:00-04:00,81.50000000001455,16080.000000000236,26080.000000000236,26423.500000000222,-343.49999999998545,-1.2999791851949307
2023-04-12 00:00:00-04:00,157.5,16237.500000000236,26237.500000000236,26423.500000000222,-185.99999999998545,-0.7039188601055268
2023-04-20 00:00:00-04:00,-812.5,15425.000000000236,25425.000000000236,26423.500000000222,-998.4999999999854,-3.778833235566738
2023-04-21 00:00:00-04:00,347.5,15772.500000000236,25772.500000000236,26423.500000000222,-650.9999999999854,-2.4637160103694815
2023-04-24 00:00:00-04:00,345.4999999999927,16118.00000000023,26118.00000000023,26423.500000000222,-305.4999999999927,-1.156167805173388
2023-05-09 00:00:00-04:00,213.49999999998545,16331.500000000215,26331.500000000215,26423.500000000222,-92.00000000000728,-0.34817492005225087
2023-05-23 00:00:00-04:00,87.5,16419.000000000215,26419.000000000215,26423.500000000222,-4.500000000007276,-0.01703029500258194
2023-05-24 00:00:00-04:00,83.50000000002183,16502.500000000236,26502.500000000236,26502.500000000236,0.0,0.0
2023-05-29 00:00:00-04:00,35.499999999992724,16538.00000000023,26538.00000000023,26538.00000000023,0.0,0.0
2023-06-07 00:00:00-04:00,7.5,16545.50000000023,26545.50000000023,26545.50000000023,0.0,0.0
2023-06-09 00:00:00-04:00,229.50000000000728,16775.000000000236,26775.000000000236,26775.000000000236,0.0,0.0
2023-06-15 00:00:00-04:00,287.5,17062.500000000236,27062.500000000236,27062.500000000236,0.0,0.0
2023-06-19 00:00:00-04:00,83.49999999998545,17146.000000000222,27146.000000000222,27146.000000000222,0.0,0.0
2023-06-29 00:00:00-04:00,-812.5,16333.500000000222,26333.500000000222,27146.000000000222,-812.5,-2.99307448611211
2023-07-05 00:00:00-04:00,-812.5,15521.000000000222,25521.000000000222,27146.000000000222,-1625.0,-5.98614897222422
2023-07-24 00:00:00-04:00,267.5,15788.500000000222,25788.500000000222,27146.000000000222,-1357.5,-5.000736756796541
2023-07-31 00:00:00-04:00,1.500000000014552,15790.000000000236,25790.000000000236,27146.000000000222,-1355.9999999999854,-4.995211080822126
2023-08-01 00:00:00-04:00,27.5,15817.500000000236,25817.500000000236,27146.000000000222,-1328.4999999999854,-4.893907021292178
2023-08-18 00:00:00-04:00,373.5000000000218,16191.000000000258,26191.00000000026,27146.000000000222,-954.9999999999636,-3.518013703676254
2023-09-01 00:00:00-04:00,181.50000000001455,16372.500000000273,26372.500000000273,27146.000000000222,-773.4999999999491,-2.849406910778541
2023-09-07 00:00:00-04:00,53.49999999998545,16426.00000000026,26426.00000000026,27146.000000000222,-719.9999999999636,-2.652324467693059
2023-09-12 00:00:00-04:00,43.50000000002183,16469.50000000028,26469.50000000028,27146.000000000222,-676.4999999999418,-2.4920798644365147
2023-09-15 00:00:00-04:00,183.49999999998545,16653.000000000266,26653.000000000266,27146.000000000222,-492.99999999995634,-1.8161055035730949
2023-10-18 00:00:00-04:00,317.5,16970.500000000266,26970.500000000266,27146.000000000222,-175.49999999995634,-0.6465040890000548
2023-11-03 00:00:00-04:00,387.5,17358.000000000266,27358.000000000266,27358.000000000266,0.0,0.0
2023-11-07 00:00:00-05:00,-12.5,17345.500000000266,27345.500000000266,27358.000000000266,-12.5,-0.04569047444988625
2023-11-21 00:00:00-05:00,53.49999999998545,17399.00000000025,27399.00000000025,27399.00000000025,0.0,0.0
2023-12-27 00:00:00-05:00,95.5000000000291,17494.50000000028,27494.50000000028,27494.50000000028,0.0,0.0
2024-01-02 00:00:00-05:00,701.5000000000146,18196.000000000295,28196.000000000295,28196.000000000295,0.0,0.0
2024-01-03 00:00:00-05:00,373.49999999998545,18569.50000000028,28569.50000000028,28569.50000000028,0.0,0.0
2024-01-04 00:00:00-05:00,121.50000000001455,18691.000000000295,28691.000000000295,28691.000000000295,0.0,0.0
2024-01-09 00:00:00-05:00,-812.5,17878.500000000295,27878.500000000295,28691.000000000295,-812.5,-2.8318985047575604
2024-01-30 00:00:00-05:00,133.5000000000582,18012.000000000353,28012.000000000353,28691.000000000295,-678.9999999999418,-2.3665957965910382
2024-02-21 00:00:00-05:00,455.49999999995634,18467.50000000031,28467.50000000031,28691.000000000295,-223.49999999998545,-0.7789899271547982
2024-02-23 00:00:00-05:00,179.50000000004366,18647.000000000353,28647.000000000353,28691.000000000295,-43.99999999994179,-0.153358195949745
2024-04-04 00:00:00-04:00,159.4999999999709,18806.500000000324,28806.500000000324,28806.500000000324,0.0,0.0
2024-04-09 00:00:00-04:00,45.499999999956344,18852.00000000028,28852.00000000028,28852.00000000028,0.0,0.0
2024-04-19 00:00:00-04:00,49.500000000043656,18901.500000000324,28901.500000000324,28901.500000000324,0.0,0.0
2024-05-17 00:00:00-04:00,157.5,19059.000000000324,29059.000000000324,29059.000000000324,0.0,0.0
2024-06-28 00:00:00-04:00,105.49999999995634,19164.50000000028,29164.50000000028,29164.50000000028,0.0,0.0
2024-07-12 00:00:00-04:00,-812.5,18352.00000000028,28352.00000000028,29164.50000000028,-812.5,-2.785921239863506
2024-09-11 00:00:00-04:00,127.5,18479.50000000028,28479.50000000028,29164.50000000028,-685.0,-2.3487459068387713
2024-09-16 00:00:00-04:00,207.5,18687.00000000028,28687.00000000028,29164.50000000028,-477.5,-1.637264482504399
2024-10-11 00:00:00-04:00,243.49999999998545,18930.500000000266,28930.500000000266,29164.50000000028,-234.00000000001455,-0.8023453170807395
2024-10-21 00:00:00-04:00,-812.5,18118.000000000266,28118.000000000266,29164.50000000028,-1046.5000000000146,-3.5882665569442453
2024-10-30 00:00:00-04:00,275.49999999995634,18393.500000000222,28393.500000000222,29164.50000000028,-771.0000000000582,-2.6436249549968314
2024-11-19 00:00:00-05:00,101.50000000001455,18495.000000000236,28495.000000000236,29164.50000000028,-669.5000000000437,-2.295599101647679
2024-12-02 00:00:00-05:00,171.50000000001455,18666.50000000025,28666.50000000025,29164.50000000028,-498.0000000000291,-1.7075554184025934
2024-12-05 00:00:00-05:00,187.5,18854.00000000025,28854.00000000025,29164.50000000028,-310.5000000000291,-1.0646505168956304
2024-12-27 00:00:00-05:00,151.50000000001455,19005.500000000266,29005.500000000266,29164.50000000028,-159.00000000001455,-0.5451833564779545
