date,asia_open,asia_high,asia_low,asia_close,asia_mid,asia_range,london_open,london_high,london_low,london_close,london_mid,london_range,transition_open,transition_high,transition_low,transition_close,ny_open,ny_high,ny_low,ny_close,asia_range_q33,asia_range_q66,asia_regime,london_sweep,london_mid_tolerance,london_mid_upper,london_mid_lower,transition_vs_london_mid,ny_open_vs_london_mid,variant,first_sweep_side,fail_flag,both_flag,median_penetration
2017-02-24 00:00:00-05:00,5323.7,5324.4,5320.9,5323.2,5322.65,3.5,5323.2,5324.9,5310.9,5313.9,5317.9,14.0,5313.9,5314.2,5299.2,5310.4,5311.2,5326.9,5306.4,5315.9,5.128999999999687,7.485999999999949,Compressed,Both,3.5,5321.4,5314.4,Below,Below,Compressed|Both|Below|Below,Low,1,1,3.5
2017-02-27 00:00:00-05:00,5341.6,5351.9,5340.6,5345.1,5346.25,11.299999999999272,5345.1,5350.4,5334.1,5336.4,5342.25,16.299999999999272,5336.1,5339.9,5330.9,5332.6,5332.1,5341.6,5323.4,5335.4,5.227999999999447,7.551999999999716,Expanded,Low,4.074999999999818,5346.325,5338.175,Below,Below,Expanded|Low|Below|Below,Low,0,0,6.850000000000364
2017-02-28 00:00:00-05:00,5344.9,5349.1,5343.4,5343.4,5346.25,5.700000000000728,5343.4,5346.9,5340.6,5344.1,5343.75,6.299999999999272,5344.1,5348.9,5344.1,5346.9,5347.1,5349.4,5335.6,5338.6,5.299999999999272,7.517999999999902,Normal,Low,1.574999999999818,5345.325,5342.175,Within,Above,Normal|Low|Within|Above,High,1,1,2.0
2017-03-01 00:00:00-05:00,5344.2,5347.4,5333.2,5338.7,5340.299999999999,14.199999999999818,5338.4,5365.4,5335.4,5363.4,5350.4,30.0,5363.7,5368.4,5354.9,5364.4,5364.2,5383.9,5354.2,5382.2,5.299999999999272,7.583999999999542,Expanded,High,7.5,5357.9,5342.9,Above,Above,Expanded|High|Above|Above,High,0,0,1.1500000000005457
2017-03-02 00:00:00-05:00,5381.9,5383.7,5378.7,5383.4,5381.2,5.0,5383.2,5388.2,5379.9,5384.7,5384.049999999999,8.300000000000182,5384.4,5392.7,5380.4,5388.4,5387.9,5388.2,5363.7,5372.7,5.224999999999454,7.549999999999727,Compressed,High,2.0750000000000455,5386.124999999999,5381.974999999999,Within,Above,Compressed|High|Within|Above,High,1,1,
2017-03-03 00:00:00-05:00,5355.2,5358.3,5344.5,5348.5,5351.4,13.800000000000182,5348.7,5356.0,5346.7,5355.4,5351.35,9.300000000000182,5355.5,5358.3,5351.2,5356.2,5356.3,5363.5,5343.4,5356.9,5.299999999999272,7.615999999999513,Expanded,None,2.3250000000000455,5353.675,5349.025000000001,Above,Above,Expanded|None|Above|Above,High,1,1,5.549999999999727
2017-03-06 00:00:00-05:00,5355.7,5358.2,5352.9,5356.5,5355.549999999999,5.300000000000182,5356.7,5363.0,5345.4,5359.7,5354.2,17.600000000000364,5359.7,5363.2,5351.2,5352.2,5352.4,5358.2,5338.2,5342.9,5.299999999999272,7.581999999999552,Normal,Both,4.400000000000091,5358.6,5349.799999999999,Above,Within,Normal|Both|Above|Within,Low,0,0,0.849999999999909
2017-03-07 00:00:00-05:00,5359.9,5363.7,5357.9,5361.7,5360.799999999999,5.800000000000182,5361.7,5363.7,5351.4,5351.4,5357.549999999999,12.300000000000182,5351.4,5354.2,5346.9,5347.2,5347.5,5373.2,5343.2,5354.4,5.299999999999272,7.547999999999738,Normal,Low,3.0750000000000455,5360.624999999999,5354.474999999999,Below,Below,Normal|Low|Below|Below,Low,1,1,4.25
2017-03-08 00:00:00-05:00,5338.8,5344.5,5337.8,5340.2,5341.15,6.699999999999818,5340.4,5353.4,5340.2,5351.7,5346.799999999999,13.199999999999818,5351.9,5353.9,5342.9,5352.2,5352.4,5376.7,5347.7,5359.9,5.299999999999336,7.513999999999924,Normal,High,3.2999999999999545,5350.099999999999,5343.499999999999,Above,Above,Normal|High|Above|Above,High,0,0,12.0
2017-03-09 00:00:00-05:00,5362.2,5363.5,5357.5,5361.5,5360.5,6.0,5361.5,5366.0,5357.5,5357.7,5361.75,8.5,5357.7,5363.5,5353.7,5358.2,5359.2,5371.8,5347.2,5365.1,5.299999999999637,7.479999999999928,Normal,High,2.125,5363.875,5359.625,Below,Below,Normal|High|Below|Below,Low,1,1,3.5
2017-03-10 00:00:00-05:00,5378.1,5381.8,5377.3,5380.8,5379.55,4.5,5380.8,5387.3,5378.3,5384.5,5382.8,9.0,5384.5,5391.8,5379.8,5388.0,5387.8,5395.0,5376.7,5383.8,5.299999999999272,7.445999999999803,Compressed,High,2.25,5385.05,5380.55,Within,Above,Compressed|High|Within|Above,High,1,1,2.099999999999909
2017-03-13 00:00:00-04:00,5378.2,5380.3,5371.9,5379.3,5376.1,8.400000000000546,5379.3,5384.0,5376.4,5378.8,5380.2,7.600000000000364,5378.5,5384.3,5376.9,5383.9,5384.0,5392.0,5381.2,5388.8,5.299999999999327,7.511999999999935,Expanded,High,1.900000000000091,5382.1,5378.299999999999,Within,Above,Expanded|High|Within|Above,High,0,0,5.300000000000182
2017-03-14 00:00:00-04:00,5393.8,5395.1,5391.9,5394.8,5393.5,3.2000000000007276,5394.6,5396.3,5386.3,5391.8,5391.3,10.0,5391.6,5392.3,5378.6,5382.6,5382.6,5385.1,5360.1,5377.8,5.299999999999272,7.47799999999992,Compressed,Both,2.5,5393.8,5388.8,Within,Below,Compressed|Both|Within|Below,Low,0,0,6.099999999999909
2017-03-15 00:00:00-04:00,5382.1,5389.2,5380.1,5388.9,5384.65,9.099999999999454,5388.7,5395.6,5387.6,5391.6,5391.6,8.0,5391.3,5395.1,5389.3,5393.6,5393.8,5394.3,5376.6,5385.8,5.299999999999272,7.543999999999761,Expanded,High,2.0,5393.6,5389.6,Within,Above,Expanded|High|Within|Above,Low,0,0,3.800000000000182
2017-03-16 00:00:00-04:00,5420.7,5428.1,5419.9,5425.0,5424.0,8.200000000000728,5424.9,5436.4,5424.9,5432.6,5430.65,11.5,5432.4,5433.1,5423.1,5424.9,5425.1,5425.4,5399.1,5408.1,5.299999999999318,7.6099999999994905,Expanded,High,2.875,5433.525,5427.775,Within,Below,Expanded|High|Within|Below,Low,0,0,5.5
2017-03-17 00:00:00-04:00,5414.7,5415.0,5411.7,5413.5,5413.35,3.300000000000182,5413.3,5415.2,5408.2,5415.0,5411.7,7.0,5414.7,5421.7,5410.7,5414.7,5414.5,5418.2,5405.7,5412.7,5.299999999999272,7.575999999999586,Compressed,Both,1.75,5413.45,5409.95,Above,Above,Compressed|Both|Above|Above,High,1,1,2.0
2017-03-20 00:00:00-04:00,5395.5,5398.0,5393.5,5397.5,5395.75,4.5,5397.6,5405.7,5397.2,5401.0,5401.45,8.5,5401.2,5406.5,5399.5,5405.8,5406.0,5425.2,5402.7,5417.7,5.212999999999484,7.541999999999771,Compressed,High,2.125,5403.575,5399.325,Within,Above,Compressed|High|Within|Above,High,0,0,3.300000000000182
2017-03-21 00:00:00-04:00,5416.0,5432.3,5416.0,5426.0,5424.15,16.300000000000182,5426.0,5431.8,5424.5,5427.0,5428.15,7.300000000000182,5426.8,5434.3,5425.8,5433.5,5433.8,5438.5,5353.0,5374.0,5.299999999999272,7.607999999999484,Expanded,None,1.8250000000000455,5429.974999999999,5426.325,Within,Above,Expanded|None|Within|Above,High,1,1,3.699999999999818
2017-03-22 00:00:00-04:00,5329.7,5329.9,5313.7,5324.9,5321.799999999999,16.199999999999818,5324.9,5332.9,5315.9,5331.0,5324.4,17.0,5330.8,5335.7,5327.9,5334.7,5334.8,5369.2,5326.4,5362.9,5.299999999999272,7.673999999999724,Expanded,High,4.25,5328.65,5320.15,Above,Above,Expanded|High|Above|Above,High,0,0,13.75
2017-03-23 00:00:00-04:00,5371.9,5376.2,5370.4,5371.2,5373.299999999999,5.800000000000182,5371.4,5372.9,5359.9,5364.1,5366.4,13.0,5364.0,5372.9,5358.7,5360.1,5360.2,5375.4,5346.6,5372.2,5.299999999999272,7.6399999999996,Normal,Low,3.25,5369.65,5363.15,Within,Below,Normal|Low|Within|Below,Low,1,1,8.0
2017-03-24 00:00:00-04:00,5371.4,5372.6,5363.6,5367.0,5368.1,9.0,5367.1,5369.6,5361.4,5364.0,5365.5,8.200000000000728,5363.9,5372.1,5358.6,5371.6,5371.9,5393.1,5371.6,5391.6,5.2999999999993,7.729999999999873,Expanded,Low,2.050000000000182,5367.55,5363.45,Within,Above,Expanded|Low|Within|Above,High,0,0,15.599999999999454
2017-03-28 00:00:00-04:00,5386.0,5390.5,5382.8,5388.8,5386.65,7.699999999999818,5388.5,5391.5,5382.0,5386.3,5386.75,9.5,5386.3,5386.5,5371.3,5372.0,5371.8,5383.8,5362.3,5375.5,5.2999999999996,7.699999999999818,Normal,Both,2.375,5389.125,5384.375,Within,Below,Normal|Both|Within|Below,Low,0,0,10.199999999999818
2017-03-29 00:00:00-04:00,5410.0,5412.2,5405.0,5410.7,5408.6,7.199999999999818,5411.4,5417.3,5408.6,5409.1,5412.950000000001,8.699999999999818,5409.3,5410.6,5403.3,5410.1,5410.1,5426.3,5404.8,5422.3,5.2999999999999,7.699999999999818,Normal,High,2.1749999999999545,5415.125000000001,5410.775000000001,Below,Below,Normal|High|Below|Below,Low,1,1,1.300000000000182
2017-03-30 00:00:00-04:00,5435.6,5449.4,5435.3,5440.4,5442.35,14.099999999999454,5440.6,5442.2,5429.1,5430.4,5435.65,13.099999999999454,5430.4,5432.7,5427.8,5431.0,5430.8,5445.8,5425.3,5444.8,5.300000000000182,7.719999999999858,Expanded,Low,3.2749999999998636,5438.924999999999,5432.375,Below,Below,Expanded|Low|Below|Below,Low,1,1,2.950000000000273
2017-03-31 00:00:00-04:00,5433.8,5435.6,5428.8,5430.8,5432.200000000001,6.800000000000182,5430.9,5431.1,5419.8,5425.8,5425.450000000001,11.300000000000182,5425.8,5435.6,5423.3,5434.8,5434.6,5444.3,5426.3,5440.3,5.300000000000182,7.699999999999818,Normal,Low,2.8250000000000455,5428.275000000001,5422.625000000001,Within,Above,Normal|Low|Within|Above,High,0,0,4.199999999999818
2017-04-03 00:00:00-04:00,5439.4,5442.2,5431.3,5439.4,5436.75,10.899999999999636,5439.4,5449.2,5438.3,5442.7,5443.75,10.899999999999636,5442.7,5447.0,5439.1,5441.9,5441.8,5453.4,5422.7,5423.4,5.300000000000182,7.8800000000001456,Expanded,High,2.724999999999909,5446.475,5441.025,Within,Within,Expanded|High|Within|Within,Low,1,1,0.1999999999998181
2017-04-04 00:00:00-04:00,5431.1,5431.3,5423.9,5427.6,5427.6,7.400000000000546,5427.6,5428.4,5415.4,5417.8,5421.9,13.0,5417.9,5422.4,5405.5,5410.9,5410.5,5434.3,5407.1,5420.9,5.300000000000182,7.709999999999834,Normal,Low,3.25,5425.15,5418.65,Below,Below,Normal|Low|Below|Below,Low,1,1,6.149999999999636
2017-04-05 00:00:00-04:00,5444.6,5445.9,5434.9,5436.1,5440.4,11.0,5436.3,5440.6,5434.3,5437.0,5437.450000000001,6.300000000000182,5437.0,5446.6,5434.8,5443.9,5443.5,5473.1,5439.0,5471.6,5.300000000000182,8.04000000000044,Expanded,Low,1.5750000000000455,5439.025000000001,5435.875000000001,Within,Above,Expanded|Low|Within|Above,High,0,0,2.7499999999995453
2017-04-06 00:00:00-04:00,5410.4,5411.0,5390.4,5401.1,5400.7,20.600000000000364,5400.9,5412.1,5395.4,5410.8,5403.75,16.700000000000728,5411.0,5423.6,5409.9,5421.0,5421.1,5433.4,5409.1,5424.1,5.300000000000182,8.234000000000542,Expanded,High,4.175000000000182,5407.925,5399.575,Above,Above,Expanded|High|Above|Above,High,0,0,10.149999999999636
2017-04-07 00:00:00-04:00,5422.0,5428.5,5381.5,5408.7,5405.0,47.0,5408.7,5419.8,5404.0,5414.2,5411.9,15.800000000000182,5414.3,5426.4,5409.1,5417.9,5417.9,5430.3,5399.3,5415.6,5.300000000000182,8.300000000000182,Expanded,None,3.9500000000000455,5415.849999999999,5407.95,Within,Above,Expanded|None|Within|Above,High,1,1,2.0
